address1,lat1,lon1,ku,hanzai_number,mini.score_hanzai,jiko_number,mini.score_jiko,population_number,mini.score_population,population_score,kindergarden_number,mini.score_kindergarden,kindergarden_score,park_name,park_address,park_distance_m,mini.score_park,park_score,supermarket_name,supermarket_address,supermarket_distance_m,mini.score_supermarket,supermarket_score,library_name,library_address,library_distance_m,mini.score_library,library_score,cityoffices_name,cityoffices_address,cityoffices_distance_m,mini.score_cityoffices,cityoffices_score,mini.number,mini.score,score,anzen_score_sum,station_name,station_address,station_distance_m,mini.score_station,lat2,lon2,kokyou_name,kokyou_address,kokyou_kyori_m,error
京都府京都市左京区南禅寺福地町８６,35.0108965,135.7919477,左京区,723,4,174,7,681,10,1.0,16,10,1.0,一乗寺公園,岡崎最勝寺町63番地,985.1,10,1.0,京都市左京区岡崎北御所町50,京都市左京区岡崎北御所町50,937.1,4,0.4,東山図書館,清水五丁目130番地の8,2119.5,10,1.0,東山区役所,清水五丁目130-6,2089.1,2,0.2,2,11,0.55,11.0,蹴上,京都市東山区東小物座町,424.4,4,35.0106866,135.7875028,国際交流会館,粟田口鳥居町2番地の1,405.5,
